,날짜,리뷰,평점
581,2020.05.18 16:26,영화 보는내내 긴장감과 몰입도가 쩔었다.. 돈 아깝지 않은 영화..,10
582,2020.05.17 19:21,기대보다는 긴장도가 높지는 않았어요. 그래도 재미있었습니다.,8
583,2020.05.16 22:06,보고 있으면 해리포터에 민경훈 오버랩돼요 영화는 재밌습니다,9
584,2020.05.16 18:00,나무열쇠로 감방문을 열다니... 역시 마법사!!!,7
585,2020.05.15 10:11,탈옥할때 긴장감은 두고나왔네,4
586,2020.05.14 00:21,밑져야 본전 아니 땐 굴뚝에 연기나랴,5
587,2020.05.10 22:14,들킬까봐 조마조마한 장면들은 꽤 있다. 딱히 재밌진 않지만 시간떼우기엔 무난함.,7
588,2020.05.07 14:39,그냥 무난함 이게 4점 짜리가 된다고 그럼 우리나라 2점 짜리 투성인데 알바들아 ㅋㅋㅋㅋ,7
589,2020.06.08 08:46,스포 대놓고 있어요아 재미 없었어요 스토리가 없어요 그냥 프리즌탈출 그 과정이예요이 영화의 포인트는 교도관한테 들킬꺼 같은 그 긴장감이 포인트인듯합니다영화가 감동이 있어야하는데 감동이 전혀 NoNo,2
590,2020.06.07 19:33,줄거리 빈약한 흔한 감옥 탈출 영화인줄 알앗다이렇게 주제가 무거운 실화 바탕 영화인줄 몰랏다러닝타임 내내 마음 졸이며 봤다 ps 알로호모라,8
591,2020.06.02 16:41,그냥 킬링타임용으로 볼만합니당,7
592,2020.05.24 12:34,장난하나 이거볼바엔 방탈출한다 밑에 다 댓글알바다 속지마세요,2
593,2020.05.23 09:11,뭔가 몹시 평범한 영화임 긴장감 크게없음,6
594,2020.05.23 00:09,서프라이즈 방송용 정도인데 영화로 만들었네요. 나중에 집에서 티비로 보세요.,6
595,2020.05.20 17:09,심장은 개 쫄림 근데 너무 루즈하고 실화라 어쩔 수 없지만 결말도 너무 직관적임,1
596,2020.05.25 08:04,한가지 소재를 반전없이 예상대로 2시간을 쪼개고쪼개다보니.그 지루함의 무게가 졸음병 집단감염..,5
597,2020.05.12 23:51,솔직히 애즐이랑 볼게없어봤는데 애들도 그렇고 나도 너무재미없었음~~,4
598,2020.05.15 23:01,쫄리기만 하고 노잼..100분동안 고문받음도망가...,2
599,2020.05.14 00:23,그냥 보통,7
600,2020.06.09 16:59,실화라 어차피 탈출할거란 생각으로 보니 긴장감 하나도 없고 멍청한 교도관들만 생각남 재미보단 지루하고 오히려 교도관 멍청함 때문에 짜증이 남,1
601,2020.06.07 01:06,이거볼 시간에 프리즌 브레이크를 다시 보는게 낫다...,5
602,2020.05.27 18:43,"초반 도입부는 흥미유발하나 전개는 다소 지루함. 실화라는 점에서 끝까지 참고 봄. 음.. 실화, 비실화 면에서 약간 차이가 있지만 탈옥 영화는 쇼생크 탈출이 단연 최고인듯.그렇지만 이 영화 또한 좋은 의도의 영화. 인권운동가라서 다행. 살인자가 탈옥한게 아니니 ㅎ ",7
603,2020.05.23 19:22,"직접 열쇠를 만들어 다중 감옥문을 딴다는 실화스토리는 매력적이고 들키지 않을까 초조해지는 장면들이 몇몇 있기는 하지만, 실화에 충실해서 그런지 영화적 스릴은 약하고 평범하게 진행. 연출력 부족일 것",3
604,2020.05.16 21:37,목수가된 해리포터..B급이나 볼만은함. 해리포터 연기력은 언제 나아지는거니..,8
605,2020.05.16 18:52,탈출하는이야기..,8
606,2020.05.13 18:07,시간 떼울겸 가까운 유성노은 CGV 가서 혼자 영화감상 잘했습니다.별 기대 없이 보러 간건데 시간이 금방 지나갔네요. 해리포터의 긴장감 있는 감옥 탈출기 였습니다ㅋㅋㅋㅋ 기억에 남는 것은 거친 숨소리 정도? ^_^,7
607,2020.05.30 16:33,너무너무 재밌어서 눈을 못뗄정도로 자버렸어요,4
608,2020.05.28 13:27,나무열쇠는 흥미롭지만 중간 좀 길게 어둡고 긴장감도 떨어지는,6
609,2020.05.27 07:56,보다 잤음 영화관가서 시계봤더니 시간진짜안가더라,4
610,2020.05.24 17:51,엄청나게 지루하다 살짝 쫄깃하다 평화로이 끝나요,2
611,2020.05.16 08:32,나만볼수없으니까 별점 높게들좀 주세요...내 돈 내 시간 ㅆ ㅡ ㅂ,10
612,2020.06.10 20:48,열쇠만 만들다 끝남;;,1
613,2020.06.01 12:07,6~7점대가 적정한 수준인데 요즘 볼 영화가 진짜 없네,1
614,2020.05.25 20:29,과로사 영화도 찍었노? 이이잉 앗살라말라이쿰~~,6
615,2020.05.25 15:20,저 이거 진짜 웃겨서 눈물 찔끔흘렸습니다 ㅋ.,10
616,2020.05.20 15:03,열쇠 만들고 끼우다가 영화끝 역사적인것 도 엔딩 크레딧이 전부,6
617,2020.05.16 15:44,글쎄. 교복이 어울리는 그대....그닥 안어울린다.,6
618,2020.05.06 22:07,재밌다기 보단 그냥 실화라 어쩔수 없는건가 한번도 안걸리냐 어케 글고 해리포터 주인공이라 그런지 갑자기 윙가디움 레비오우사 쓸것 같앴음 글고 감옥 사람들 의리 쩜b,6
619,2020.05.20 03:22,걍 내용이 없음...ㅜ,4
620,2020.05.16 18:52,열쇠만드는데 영화의 반이상을 소비하다니 조잡스러워,5
621,2020.05.07 16:51,유튜브에서 추천하는거 보고 갔는데 ... 이 해리포터 주인공이랑 나랑 안맞는건지.. 영화내내 힘들어가고 어색하기만한 연기에 너무 실망했다. 연기 너무 못하는거 아님??? 전혀 긴장감이 안느껴지고 몇번을 출입구 쪽을 쳐다봤는지 모르겠다. 쇼생크 탈출이 천배 만배 감동적이다. 이렇게 영화에 혹평 적는거 내 평생 처음인듯.. 미안하다.. ㅠㅠ ,2
622,2020.05.29 15:34,"이해가 안 되는 너무 이상한 영화, 제가 보기에는 별점도 아깝습니다. 개연성 부족, 마지막 문 여니 감옥문은 열어 있어서 아무런 제한도 없이 걸어 나왔다는 것도 스토리라인이 이해가 안 됨",1
623,2020.05.16 21:34,이건 좀 실화 바탕이라고 해도 개인적으로 영화관에서 보기 아까운 영화,2
624,2020.05.08 18:15,진짜 영화보면서 이렇게 시간아까운건 처음이다 영화가 어떻게 이정도로 스토리가 1도없을 수가있냐,1
625,2020.06.04 04:21,저럴 머리로 서울대를...,1
626,2020.06.02 15:59,제가 본 영화중에 최악입니다.숨소리만 졸라커요.영화관 가서 왠만한 영화 다 보고 나오는데 중간에 나온 영화는 처음이네요.,2
627,2020.06.01 22:02,"연기를 발로 하는줄.,, 좋은 스토리로 덤앤더머 보고 나옴 최악",2
628,2020.05.24 21:54,스포일러가 포함된 감상평입니다.,2
629,2020.05.24 22:49,영화 중반부터 주인공들은 빨리 탈출에 성공하여 엔딩크레딧이 올라오고 난 집으로 가기만을 기다리게 하는 몇 안되는 작품중 하나,4
630,2020.05.16 10:35,알바 넘심하네요...,1
631,2020.05.08 12:47,이거 ㄹㅇ 개 재미없음. 다 댓글 알바임 ㅡㅡ그냥 프리즌브레이크 미드가 훨배 재밌음. 감옥탈출게 영화내용 끝...,2
632,2020.06.08 08:57,평점에속지말고 절대보지마삼개노잼,2
633,2020.05.31 23:57,쇼생크같이 재미있진 않네요.내내 같은 화면 스토리.약6점.점수낮추기용 2점,2
634,2020.06.01 23:13,진짜 드럽게 재미없습니다.연출 긴장감 없고 캐릭터는 살아있지 않고 더러운 숨소리만 그득그득 진짜 영화내내 무표정^^,2
635,2020.05.27 11:15,"반복되는 실패, 인물의 얕은 감정, 그리고 신파까지. 전형적인 탈출극",3
636,2020.05.25 00:09,감옥지키는 간수는 1명밖에 없다는거냐??? 실화인지 구라인지는 모르겠는데 내용이 솔직히 안와닿음...내부조력자 없이는 안되는 내용..실화자체가 구라인듯,2
637,2020.05.24 01:06,프리즌 브레이크 생각하고 보시려는 분들은 실망합니다.. 재미 없어요 그냥 나무로 열쇠만들어서 탈출하는게 다에요,2
638,2020.05.30 23:58,그냥 유치하다는 생각밖에는 안 든다. 언제까지 이런 영화들만 개봉할까?,2
639,2020.05.30 23:27,내용이 너무 밋밋해서 잘뻔... 오히려 초반이 제일 재밌었던 이상한 영화...0,6
640,2020.05.07 01:19,지루한 탈옥영화.. 해리포터찍고 멈춰버린 성장판.. 주인공하기엔 역부족.. 털은 또 왜이리 많아? 갑자기 징그럽게 늙어버렸어,4
641,2020.05.14 21:21,그냥 할 말이 딱 세 글자 뿐이다. 핵! 노! 잼!,1
642,2020.05.12 21:20,"카라멜팝콘 먹으면서 보다가 갑자기 스크린에서 똥찬 변기통을 클로즈업, 그것도 몇초간 디테일하고 심도있게 보여주는 바람에 한번에 토해버렸습니다... 스토리상 그렇게 구체적으로 보여줄 필요가 없음에도 정말 역겨운 묘사였네요. 저처럼 뭔가 먹으면서 보다가 토하고 후회하지 마시길... ",1
643,2020.05.27 21:13,지루하다. 별내용 없어요.그냥 나무열쇠로 탈출하다 맨마지막방은 안열려서 드라이버로  문내리쳐 탈출 끝스토리 없음. 어이없는건 열쇠를 눈으로 스케치 했는데 정확히 만드는 발로쓴 스토리. 실화라는데 많이 각색한것 같은데?? ,1
644,2020.05.08 02:02,엔딩이 너무 아쉬워요~~똥 싸다 만 느낌~~,8
645,2020.05.06 10:12,감옥에 갇히고 열쇠를 몰래 제작하는 중반부 까지는 몰입도가 최강이었다. 하지만 20여 개가 넘는 감옥 문들 열쇠 만드는 건 어느 순간 생략되고 짠 하고 꺼내서 문을 따기 시작하는데... 해리포터가 마술로 뿅하고 만들었으니 대충 봐라 느낌 받은 뒤부턴 재미가 급감.. 그리고 포터말고는 별로 탈옥에 도움 되는 일이 없음 원맨 쇼임 ,5
